Year,Mineral,HS_Code,Flow,Country,Value_USD,Volume,Market_Share_Pct
2023-2024,Graphite-ArtificialGraphite,38011000,Import,GERMANY,1.27,669557.0,1.8980720370647137
2023-2024,Graphite-ArtificialGraphite,38011000,Import,HONG KONG,0.51,737547.0,0.7622179046480347
2023-2024,Graphite-ArtificialGraphite,38011000,Import,ITALY,0.06,8550.0,0.08967269466447467
2023-2024,Graphite-ArtificialGraphite,38011000,Import,JAPAN,2.59,391955.0,3.8708713196831566
2023-2024,Graphite-ArtificialGraphite,38011000,Import,KOREA RP,0.41,39518.0,0.6127634135405768
2023-2024,Graphite-ArtificialGraphite,38011000,Import,MALAYSIA,0.38,807735.0,0.5679270662083397
2023-2024,Graphite-ArtificialGraphite,38011000,Import,NETHERLAND,0.4,360776.0,0.5978179644298312
2023-2024,Graphite-ArtificialGraphite,38011000,Import,NORWAY,0.15,144000.0,0.22418173666118668
2023-2024,Graphite-ArtificialGraphite,38011000,Import,OMAN,,,
2023-2024,Graphite-ArtificialGraphite,38011000,Import,POLAND,,,
2023-2024,Graphite-ArtificialGraphite,38011000,Import,SINGAPORE,0.01,102462.0,0.01494544911074578
2023-2024,Graphite-ArtificialGraphite,38011000,Import,SLOVENIA,,,
2023-2024,Graphite-ArtificialGraphite,38011000,Import,SOUTH AFRICA,1.22,1180000.0,1.8233447915109848
2023-2024,Graphite-ArtificialGraphite,38011000,Import,SPAIN,0.07,440.0,0.10461814377522047
2023-2024,Graphite-ArtificialGraphite,38011000,Import,SRI LANKA DSR,,,
2023-2024,Graphite-ArtificialGraphite,38011000,Import,SWEDEN,0.24,56864.0,0.35869077865789867
2023-2024,Graphite-ArtificialGraphite,38011000,Import,SWITZERLAND,0.56,77332.0,0.8369451502017637
2023-2024,Graphite-ArtificialGraphite,38011000,Import,TAIWAN,0.11,124408.0,0.16439994021820356
2023-2024,Graphite-ArtificialGraphite,38011000,Import,U ARAB EMTS,0.29,797020.0,0.43341802421162756
2023-2024,Graphite-ArtificialGraphite,38011000,Import,U K,0.31,359936.0,0.46330892243311916
2023-2024,Graphite-ArtificialGraphite,38011000,Import,U S A,2.95,142601.0,4.408907487670005
2024-2025,Graphite-ArtificialGraphite,38011000,Import,AUSTRALIA,0.01,27991.0,0.017105713308244952
2024-2025,Graphite-ArtificialGraphite,38011000,Import,AUSTRIA,0.26,155700.0,0.4447485460143688
2024-2025,Graphite-ArtificialGraphite,38011000,Import,BAHARAIN IS,0.03,53000.0,0.05131713992473486
2024-2025,Graphite-ArtificialGraphite,38011000,Import,BELGIUM,0.09,15381.0,0.15395141977420457
2024-2025,Graphite-ArtificialGraphite,38011000,Import,BHUTAN,0.05,250720.0,0.08552856654122477
2024-2025,Graphite-ArtificialGraphite,38011000,Import,BRAZIL,,,
2024-2025,Graphite-ArtificialGraphite,38011000,Import,CANADA,0.01,1802.0,0.017105713308244952
2024-2025,Graphite-ArtificialGraphite,38011000,Import,CHINA P RP,43.82,61004759.0,74.95723571672939
2024-2025,Graphite-ArtificialGraphite,38011000,Import,DENMARK,,,
2024-2025,Graphite-ArtificialGraphite,38011000,Import,FRANCE,1.01,197962.0,1.7276770441327403
2024-2025,Graphite-ArtificialGraphite,38011000,Import,GERMANY,2.48,862276.0,4.242216900444749
2024-2025,Graphite-ArtificialGraphite,38011000,Import,HONG KONG,0.22,304346.0,0.376325692781389
2024-2025,Graphite-ArtificialGraphite,38011000,Import,ITALY,0.5,118432.0,0.8552856654122476
2024-2025,Graphite-ArtificialGraphite,38011000,Import,JAPAN,4.18,563916.0,7.15018816284639
2024-2025,Graphite-ArtificialGraphite,38011000,Import,KOREA RP,0.49,52839.0,0.8381799521040028
2024-2025,Graphite-ArtificialGraphite,38011000,Import,MALAYSIA,0.56,1195917.0,0.9579199452617174
2024-2025,Graphite-ArtificialGraphite,38011000,Import,NETHERLAND,0.5,139228.0,0.8552856654122476
2024-2025,Graphite-ArtificialGraphite,38011000,Import,NORWAY,0.16,143809.0,0.27369141293191923
2024-2025,Graphite-ArtificialGraphite,38011000,Import,OMAN,0.04,81920.0,0.06842285323297981
2024-2025,Graphite-ArtificialGraphite,38011000,Import,SINGAPORE,0.59,184588.0,1.009237085186452
2024-2025,Graphite-ArtificialGraphite,38011000,Import,SOUTH AFRICA,0.91,1200000.0,1.5566199110502907
2024-2025,Graphite-ArtificialGraphite,38011000,Import,SPAIN,0.0,63.0,0.0
2024-2025,Graphite-ArtificialGraphite,38011000,Import,SWEDEN,0.43,107163.0,0.7355456722545329
2024-2025,Graphite-ArtificialGraphite,38011000,Import,SWITZERLAND,0.01,3218.0,0.017105713308244952
2024-2025,Graphite-ArtificialGraphite,38011000,Import,TAIWAN,0.12,20140061.0,0.20526855969893945
2024-2025,Graphite-ArtificialGraphite,38011000,Import,THAILAND,0.23,32105.0,0.39343140608963395
2024-2025,Graphite-ArtificialGraphite,38011000,Import,TURKEY,0.02,3154.0,0.034211426616489904
2024-2025,Graphite-ArtificialGraphite,38011000,Import,U ARAB EMTS,0.05,217200.0,0.08552856654122477
2024-2025,Graphite-ArtificialGraphite,38011000,Import,U K,0.14,159043.0,0.23947998631542936
2024-2025,Graphite-ArtificialGraphite,38011000,Import,U S A,1.23,92767.0,2.104002736914129
2024-2025,Graphite-ArtificialGraphite,38011000,Import,VIETNAM SOC REP,0.32,44521.0,0.5473828258638385
2018-2019,Graphite-NaturalGraphite,25041010,Import,AUSTRIA,,,
2018-2019,Graphite-NaturalGraphite,25041010,Import,BELGIUM,0.03,39701.0,0.4120879120879121
2018-2019,Graphite-NaturalGraphite,25041010,Import,BRAZIL,0.8,775000.0,10.98901098901099
2018-2019,Graphite-NaturalGraphite,25041010,Import,CANADA,0.02,5850.0,0.27472527472527475
2018-2019,Graphite-NaturalGraphite,25041010,Import,CHINA P RP,4.54,5736310.0,62.362637362637365
2018-2019,Graphite-NaturalGraphite,25041010,Import,CZECH REPUBLIC,,,
2018-2019,Graphite-NaturalGraphite,25041010,Import,DENMARK,,,
2018-2019,Graphite-NaturalGraphite,25041010,Import,FRANCE,0.02,2287.0,0.27472527472527475
2018-2019,Graphite-NaturalGraphite,25041010,Import,GERMANY,0.4,53580.0,5.494505494505495
2018-2019,Graphite-NaturalGraphite,25041010,Import,JAPAN,0.05,9310.0,0.6868131868131869
2018-2019,Graphite-NaturalGraphite,25041010,Import,MADAGASCAR,1.28,1316000.0,17.582417582417584
2018-2019,Graphite-NaturalGraphite,25041010,Import,MOZAMBIQUE,0.02,20000.0,0.27472527472527475
2018-2019,Graphite-NaturalGraphite,25041010,Import,NETHERLAND,,,
2018-2019,Graphite-NaturalGraphite,25041010,Import,SRI LANKA DSR,,,
2018-2019,Graphite-NaturalGraphite,25041010,Import,U K,0.09,91600.0,1.2362637362637363
2018-2019,Graphite-NaturalGraphite,25041010,Import,U S A,0.03,9156.0,0.4120879120879121
2019-2020,Graphite-NaturalGraphite,25041010,Import,AUSTRALIA,0.05,112000.0,0.8305647840531563
2019-2020,Graphite-NaturalGraphite,25041010,Import,BELGIUM,0.01,1250.0,0.1661129568106312
2019-2020,Graphite-NaturalGraphite,25041010,Import,BRAZIL,0.67,640000.0,11.129568106312291
2019-2020,Graphite-NaturalGraphite,25041010,Import,CANADA,0.06,17550.0,0.9966777408637874
2019-2020,Graphite-NaturalGraphite,25041010,Import,CHINA P RP,2.55,3849950.0,42.35880398671096
2019-2020,Graphite-NaturalGraphite,25041010,Import,FRANCE,0.03,2472.0,0.4983388704318937
2019-2020,Graphite-NaturalGraphite,25041010,Import,GERMANY,0.37,71047.0,6.146179401993355
2019-2020,Graphite-NaturalGraphite,25041010,Import,ITALY,0.0,1814.0,0.0
2019-2020,Graphite-NaturalGraphite,25041010,Import,JAPAN,0.03,5910.0,0.4983388704318937
2019-2020,Graphite-NaturalGraphite,25041010,Import,MADAGASCAR,2.1,2812130.0,34.883720930232556
2019-2020,Graphite-NaturalGraphite,25041010,Import,MOZAMBIQUE,0.04,60000.0,0.6644518272425248
2019-2020,Graphite-NaturalGraphite,25041010,Import,U K,0.02,12000.0,0.3322259136212624
2019-2020,Graphite-NaturalGraphite,25041010,Import,U S A,0.09,37263.0,1.4950166112956809
2020-2021,Graphite-NaturalGraphite,25041010,Import,AUSTRALIA,,,
2020-2021,Graphite-NaturalGraphite,25041010,Import,AUSTRIA,0.02,12820.0,0.25220680958385877
2020-2021,Graphite-NaturalGraphite,25041010,Import,BELGIUM,0.01,1260.0,0.12610340479192939
2020-2021,Graphite-NaturalGraphite,25041010,Import,BRAZIL,0.08,80000.0,1.008827238335435
2020-2021,Graphite-NaturalGraphite,25041010,Import,CANADA,0.07,17550.0,0.8827238335435058
2020-2021,Graphite-NaturalGraphite,25041010,Import,CHINA P RP,2.4,3592110.0,30.26481715006305
2020-2021,Graphite-NaturalGraphite,25041010,Import,FRANCE,,,
2020-2021,Graphite-NaturalGraphite,25041010,Import,GERMANY,0.42,84879.0,5.296343001261034
2020-2021,Graphite-NaturalGraphite,25041010,Import,ITALY,0.01,4536.0,0.12610340479192939
2020-2021,Graphite-NaturalGraphite,25041010,Import,JAPAN,0.04,12000.0,0.5044136191677175
2020-2021,Graphite-NaturalGraphite,25041010,Import,MADAGASCAR,3.44,4555750.0,43.37957124842371
2020-2021,Graphite-NaturalGraphite,25041010,Import,MOZAMBIQUE,0.15,254397.0,1.8915510718789406
2020-2021,Graphite-NaturalGraphite,25041010,Import,SWITZERLAND,0.0,,0.0
2020-2021,Graphite-NaturalGraphite,25041010,Import,U K,0.04,32000.0,0.5044136191677175
2020-2021,Graphite-NaturalGraphite,25041010,Import,U S A,0.05,17668.0,0.630517023959647
2020-2021,Graphite-NaturalGraphite,25041010,Import,UKRAINE,0.01,7000.0,0.12610340479192939
2020-2021,Graphite-NaturalGraphite,25041010,Import,VIETNAM SOC REP,1.19,2838000.0,15.006305170239594
2021-2022,Graphite-NaturalGraphite,25041010,Import,AUSTRIA,0.06,59200.0,0.7168458781362007
2021-2022,Graphite-NaturalGraphite,25041010,Import,BELGIUM,0.03,9800.0,0.35842293906810035
2021-2022,Graphite-NaturalGraphite,25041010,Import,BRAZIL,0.23,252000.0,2.747909199522103
2021-2022,Graphite-NaturalGraphite,25041010,Import,CANADA,0.08,21060.0,0.9557945041816011
2021-2022,Graphite-NaturalGraphite,25041010,Import,CHINA P RP,2.83,2532105.0,33.81123058542414
2021-2022,Graphite-NaturalGraphite,25041010,Import,GERMANY,0.47,113755.0,5.615292712066906
2021-2022,Graphite-NaturalGraphite,25041010,Import,ITALY,0.04,16329.0,0.47789725209080053
2021-2022,Graphite-NaturalGraphite,25041010,Import,JAPAN,0.19,36940.0,2.2700119474313025
2021-2022,Graphite-NaturalGraphite,25041010,Import,KOREA RP,0.0,50.0,0.0
2021-2022,Graphite-NaturalGraphite,25041010,Import,MADAGASCAR,4.31,6011000.0,51.493428912783756
2021-2022,Graphite-NaturalGraphite,25041010,Import,MOZAMBIQUE,,,
2021-2022,Graphite-NaturalGraphite,25041010,Import,NETHERLAND,0.03,8400.0,0.35842293906810035
2021-2022,Graphite-NaturalGraphite,25041010,Import,NORWAY,0.0,200.0,0.0
2021-2022,Graphite-NaturalGraphite,25041010,Import,SWEDEN,0.01,2160.0,0.11947431302270013
2021-2022,Graphite-NaturalGraphite,25041010,Import,SWITZERLAND,,,
2021-2022,Graphite-NaturalGraphite,25041010,Import,U K,0.01,4576.0,0.11947431302270013
2021-2022,Graphite-NaturalGraphite,25041010,Import,U S A,0.08,25919.0,0.9557945041816011
2021-2022,Graphite-NaturalGraphite,25041010,Import,UKRAINE,,,
2021-2022,Graphite-NaturalGraphite,25041010,Import,VIETNAM SOC REP,,,
2022-2023,Graphite-NaturalGraphite,25041010,Import,AUSTRIA,0.03,20000.0,0.4048582995951417
2022-2023,Graphite-NaturalGraphite,25041010,Import,BELGIUM,,,
2022-2023,Graphite-NaturalGraphite,25041010,Import,BRAZIL,,,
2022-2023,Graphite-NaturalGraphite,25041010,Import,CANADA,0.05,11940.0,0.6747638326585697
2022-2023,Graphite-NaturalGraphite,25041010,Import,CHINA P RP,3.4,3672740.0,45.88394062078273
2022-2023,Graphite-NaturalGraphite,25041010,Import,GERMANY,0.57,122740.0,7.6923076923076925
2022-2023,Graphite-NaturalGraphite,25041010,Import,HONG KONG,0.0,25.0,0.0
2022-2023,Graphite-NaturalGraphite,25041010,Import,ITALY,,,
2022-2023,Graphite-NaturalGraphite,25041010,Import,JAPAN,0.15,39565.0,2.0242914979757085
2022-2023,Graphite-NaturalGraphite,25041010,Import,KOREA RP,0.0,540.0,0.0
2022-2023,Graphite-NaturalGraphite,25041010,Import,MADAGASCAR,2.61,3477000.0,35.22267206477733
2022-2023,Graphite-NaturalGraphite,25041010,Import,MEXICO,0.02,9072.0,0.26990553306342785
2022-2023,Graphite-NaturalGraphite,25041010,Import,MOZAMBIQUE,0.24,203056.0,3.2388663967611335
2022-2023,Graphite-NaturalGraphite,25041010,Import,NETHERLAND,,,
2022-2023,Graphite-NaturalGraphite,25041010,Import,NORWAY,,,
2022-2023,Graphite-NaturalGraphite,25041010,Import,SOUTH AFRICA,0.0,6.0,0.0
2022-2023,Graphite-NaturalGraphite,25041010,Import,SWEDEN,0.01,2700.0,0.13495276653171392
2022-2023,Graphite-NaturalGraphite,25041010,Import,TANZANIA REP,0.2,250000.0,2.6990553306342786
2022-2023,Graphite-NaturalGraphite,25041010,Import,U K,0.03,16500.0,0.4048582995951417
2022-2023,Graphite-NaturalGraphite,25041010,Import,U S A,0.1,33118.0,1.3495276653171393
2023-2024,Graphite-NaturalGraphite,25041010,Import,AUSTRIA,0.01,7000.0,0.136986301369863
2023-2024,Graphite-NaturalGraphite,25041010,Import,CANADA,0.04,9945.0,0.547945205479452
2023-2024,Graphite-NaturalGraphite,25041010,Import,CHINA P RP,3.71,4133300.0,50.821917808219176
2023-2024,Graphite-NaturalGraphite,25041010,Import,GERMANY,0.11,17595.0,1.5068493150684932
2023-2024,Graphite-NaturalGraphite,25041010,Import,HONG KONG,,,
2023-2024,Graphite-NaturalGraphite,25041010,Import,ITALY,0.0,495.0,0.0
2023-2024,Graphite-NaturalGraphite,25041010,Import,JAPAN,0.39,24140.0,5.342465753424658
2023-2024,Graphite-NaturalGraphite,25041010,Import,KOREA RP,,,
2023-2024,Graphite-NaturalGraphite,25041010,Import,MADAGASCAR,2.3,2948650.0,31.506849315068493
2023-2024,Graphite-NaturalGraphite,25041010,Import,MEXICO,,,
2023-2024,Graphite-NaturalGraphite,25041010,Import,MOZAMBIQUE,0.08,120544.0,1.095890410958904
2023-2024,Graphite-NaturalGraphite,25041010,Import,SINGAPORE,0.04,80000.0,0.547945205479452
2023-2024,Graphite-NaturalGraphite,25041010,Import,SOUTH AFRICA,,,
2023-2024,Graphite-NaturalGraphite,25041010,Import,SWEDEN,0.01,1080.0,0.136986301369863
2023-2024,Graphite-NaturalGraphite,25041010,Import,TANZANIA REP,0.02,48000.0,0.273972602739726
2023-2024,Graphite-NaturalGraphite,25041010,Import,U ARAB EMTS,0.07,75500.0,0.9589041095890412
2023-2024,Graphite-NaturalGraphite,25041010,Import,U K,0.03,16000.0,0.410958904109589
2023-2024,Graphite-NaturalGraphite,25041010,Import,U S A,0.15,42535.0,2.054794520547945
2023-2024,Graphite-NaturalGraphite,25041010,Import,UKRAINE,0.0,150.0,0.0
2023-2024,Graphite-NaturalGraphite,25041010,Import,VIETNAM SOC REP,0.34,674000.0,4.657534246575342
2024-2025,Graphite-NaturalGraphite,25041010,Import,AUSTRIA,0.07,37000.0,0.6357856494096277
2024-2025,Graphite-NaturalGraphite,25041010,Import,CANADA,0.86,623475.0,7.811080835603996
2024-2025,Graphite-NaturalGraphite,25041010,Import,CHINA P RP,0.03,22207.0,0.2724795640326975
2024-2025,Graphite-NaturalGraphite,25041010,Import,GERMANY,1.46,456183.0,13.260672116257947
2024-2025,Graphite-NaturalGraphite,25041010,Import,ITALY,0.0,907.0,0.0
2024-2025,Graphite-NaturalGraphite,25041010,Import,JAPAN,0.38,25340.0,3.451407811080836
2024-2025,Graphite-NaturalGraphite,25041010,Import,KOREA RP,0.05,56500.0,0.4541326067211626
2024-2025,Graphite-NaturalGraphite,25041010,Import,MADAGASCAR,2.54,3275000.0,23.06993642143506
2024-2025,Graphite-NaturalGraphite,25041010,Import,MALAYSIA,0.7,888000.0,6.357856494096276
2024-2025,Graphite-NaturalGraphite,25041010,Import,MOZAMBIQUE,2.82,10170945.0,25.61307901907357
2024-2025,Graphite-NaturalGraphite,25041010,Import,SINGAPORE,,,
2024-2025,Graphite-NaturalGraphite,25041010,Import,SRI LANKA DSR,0.02,6000.0,0.18165304268846505
2024-2025,Graphite-NaturalGraphite,25041010,Import,SWEDEN,,,
2024-2025,Graphite-NaturalGraphite,25041010,Import,SWITZERLAND,0.0,51.0,0.0
2024-2025,Graphite-NaturalGraphite,25041010,Import,TANZANIA REP,1.75,3422456.0,15.894641235240691
2024-2025,Graphite-NaturalGraphite,25041010,Import,U ARAB EMTS,0.03,264520.0,0.2724795640326975
2024-2025,Graphite-NaturalGraphite,25041010,Import,U K,0.06,39000.0,0.544959128065395
2024-2025,Graphite-NaturalGraphite,25041010,Import,U S A,0.15,48000.0,1.3623978201634876
2024-2025,Graphite-NaturalGraphite,25041010,Import,UKRAINE,,,
2024-2025,Graphite-NaturalGraphite,25041010,Import,VIETNAM SOC REP,0.09,168000.0,0.8174386920980926
2018-2019,Graphite,25041010,Import,AUSTRIA,,,
2018-2019,Graphite,25041010,Import,BELGIUM,0.03,39701.0,0.4120879120879121
2018-2019,Graphite,25041010,Import,BRAZIL,0.8,775000.0,10.98901098901099
2018-2019,Graphite,25041010,Import,CANADA,0.02,5850.0,0.27472527472527475
2018-2019,Graphite,25041010,Import,CHINA P RP,4.54,5736310.0,62.362637362637365
2018-2019,Graphite,25041010,Import,CZECH REPUBLIC,,,
2018-2019,Graphite,25041010,Import,DENMARK,,,
2018-2019,Graphite,25041010,Import,FRANCE,0.02,2287.0,0.27472527472527475
2018-2019,Graphite,25041010,Import,GERMANY,0.4,53580.0,5.494505494505495
2018-2019,Graphite,25041010,Import,JAPAN,0.05,9310.0,0.6868131868131869
2018-2019,Graphite,25041010,Import,MADAGASCAR,1.28,1316000.0,17.582417582417584
2018-2019,Graphite,25041010,Import,MOZAMBIQUE,0.02,20000.0,0.27472527472527475
2018-2019,Graphite,25041010,Import,NETHERLAND,,,
2018-2019,Graphite,25041010,Import,SRI LANKA DSR,,,
2018-2019,Graphite,25041010,Import,U K,0.09,91600.0,1.2362637362637363
2018-2019,Graphite,25041010,Import,U S A,0.03,9156.0,0.4120879120879121
2019-2020,Graphite,25041010,Import,AUSTRALIA,0.05,112000.0,0.8305647840531563
2019-2020,Graphite,25041010,Import,BELGIUM,0.01,1250.0,0.1661129568106312
2019-2020,Graphite,25041010,Import,BRAZIL,0.67,640000.0,11.129568106312291
2019-2020,Graphite,25041010,Import,CANADA,0.06,17550.0,0.9966777408637874
2019-2020,Graphite,25041010,Import,CHINA P RP,2.55,3849950.0,42.35880398671096
2019-2020,Graphite,25041010,Import,FRANCE,0.03,2472.0,0.4983388704318937
2019-2020,Graphite,25041010,Import,GERMANY,0.37,71047.0,6.146179401993355
2019-2020,Graphite,25041010,Import,ITALY,0.0,1814.0,0.0
2019-2020,Graphite,25041010,Import,JAPAN,0.03,5910.0,0.4983388704318937
2019-2020,Graphite,25041010,Import,MADAGASCAR,2.1,2812130.0,34.883720930232556
2019-2020,Graphite,25041010,Import,MOZAMBIQUE,0.04,60000.0,0.6644518272425248
2019-2020,Graphite,25041010,Import,U K,0.02,12000.0,0.3322259136212624
2019-2020,Graphite,25041010,Import,U S A,0.09,37263.0,1.4950166112956809
2020-2021,Graphite,25041010,Import,AUSTRALIA,,,
2020-2021,Graphite,25041010,Import,AUSTRIA,0.02,12820.0,0.25220680958385877
2020-2021,Graphite,25041010,Import,BELGIUM,0.01,1260.0,0.12610340479192939
2020-2021,Graphite,25041010,Import,BRAZIL,0.08,80000.0,1.008827238335435
2020-2021,Graphite,25041010,Import,CANADA,0.07,17550.0,0.8827238335435058
2020-2021,Graphite,25041010,Import,CHINA P RP,2.4,3592110.0,30.26481715006305
2020-2021,Graphite,25041010,Import,FRANCE,,,
2020-2021,Graphite,25041010,Import,GERMANY,0.42,84879.0,5.296343001261034
2020-2021,Graphite,25041010,Import,ITALY,0.01,4536.0,0.12610340479192939
2020-2021,Graphite,25041010,Import,JAPAN,0.04,12000.0,0.5044136191677175
2020-2021,Graphite,25041010,Import,MADAGASCAR,3.44,4555750.0,43.37957124842371
2020-2021,Graphite,25041010,Import,MOZAMBIQUE,0.15,254397.0,1.8915510718789406
2020-2021,Graphite,25041010,Import,SWITZERLAND,0.0,,0.0
2020-2021,Graphite,25041010,Import,U K,0.04,32000.0,0.5044136191677175
2020-2021,Graphite,25041010,Import,U S A,0.05,17668.0,0.630517023959647
2020-2021,Graphite,25041010,Import,UKRAINE,0.01,7000.0,0.12610340479192939
2020-2021,Graphite,25041010,Import,VIETNAM SOC REP,1.19,2838000.0,15.006305170239594
2021-2022,Graphite,25041010,Import,AUSTRIA,0.06,59200.0,0.7168458781362007
2021-2022,Graphite,25041010,Import,BELGIUM,0.03,9800.0,0.35842293906810035
2021-2022,Graphite,25041010,Import,BRAZIL,0.23,252000.0,2.747909199522103
2021-2022,Graphite,25041010,Import,CANADA,0.08,21060.0,0.9557945041816011
2021-2022,Graphite,25041010,Import,CHINA P RP,2.83,2532105.0,33.81123058542414
2021-2022,Graphite,25041010,Import,GERMANY,0.47,113755.0,5.615292712066906
2021-2022,Graphite,25041010,Import,ITALY,0.04,16329.0,0.47789725209080053
2021-2022,Graphite,25041010,Import,JAPAN,0.19,36940.0,2.2700119474313025
2021-2022,Graphite,25041010,Import,KOREA RP,0.0,50.0,0.0
2021-2022,Graphite,25041010,Import,MADAGASCAR,4.31,6011000.0,51.493428912783756
2021-2022,Graphite,25041010,Import,MOZAMBIQUE,,,
2021-2022,Graphite,25041010,Import,NETHERLAND,0.03,8400.0,0.35842293906810035
2021-2022,Graphite,25041010,Import,NORWAY,0.0,200.0,0.0
2021-2022,Graphite,25041010,Import,SWEDEN,0.01,2160.0,0.11947431302270013
2021-2022,Graphite,25041010,Import,SWITZERLAND,,,
2021-2022,Graphite,25041010,Import,U K,0.01,4576.0,0.11947431302270013
2021-2022,Graphite,25041010,Import,U S A,0.08,25919.0,0.9557945041816011
2021-2022,Graphite,25041010,Import,UKRAINE,,,
2021-2022,Graphite,25041010,Import,VIETNAM SOC REP,,,
2022-2023,Graphite,25041010,Import,AUSTRIA,0.03,20000.0,0.4048582995951417
2022-2023,Graphite,25041010,Import,BELGIUM,,,
2022-2023,Graphite,25041010,Import,BRAZIL,,,
2022-2023,Graphite,25041010,Import,CANADA,0.05,11940.0,0.6747638326585697
2022-2023,Graphite,25041010,Import,CHINA P RP,3.4,3672740.0,45.88394062078273
2022-2023,Graphite,25041010,Import,GERMANY,0.57,122740.0,7.6923076923076925
2022-2023,Graphite,25041010,Import,HONG KONG,0.0,25.0,0.0
2022-2023,Graphite,25041010,Import,ITALY,,,
2022-2023,Graphite,25041010,Import,JAPAN,0.15,39565.0,2.0242914979757085
2022-2023,Graphite,25041010,Import,KOREA RP,0.0,540.0,0.0
2022-2023,Graphite,25041010,Import,MADAGASCAR,2.61,3477000.0,35.22267206477733
2022-2023,Graphite,25041010,Import,MEXICO,0.02,9072.0,0.26990553306342785
2022-2023,Graphite,25041010,Import,MOZAMBIQUE,0.24,203056.0,3.2388663967611335
2022-2023,Graphite,25041010,Import,NETHERLAND,,,
2022-2023,Graphite,25041010,Import,NORWAY,,,
2022-2023,Graphite,25041010,Import,SOUTH AFRICA,0.0,6.0,0.0
2022-2023,Graphite,25041010,Import,SWEDEN,0.01,2700.0,0.13495276653171392
2022-2023,Graphite,25041010,Import,TANZANIA REP,0.2,250000.0,2.6990553306342786
2022-2023,Graphite,25041010,Import,U K,0.03,16500.0,0.4048582995951417
2022-2023,Graphite,25041010,Import,U S A,0.1,33118.0,1.3495276653171393
2023-2024,Graphite,25041010,Import,AUSTRIA,0.01,7000.0,0.136986301369863
2023-2024,Graphite,25041010,Import,CANADA,0.04,9945.0,0.547945205479452
2023-2024,Graphite,25041010,Import,CHINA P RP,3.71,4133300.0,50.821917808219176
2023-2024,Graphite,25041010,Import,GERMANY,0.11,17595.0,1.5068493150684932
2023-2024,Graphite,25041010,Import,HONG KONG,,,
2023-2024,Graphite,25041010,Import,ITALY,0.0,495.0,0.0
2023-2024,Graphite,25041010,Import,JAPAN,0.39,24140.0,5.342465753424658
2023-2024,Graphite,25041010,Import,KOREA RP,,,
2023-2024,Graphite,25041010,Import,MADAGASCAR,2.3,2948650.0,31.506849315068493
2023-2024,Graphite,25041010,Import,MEXICO,,,
2023-2024,Graphite,25041010,Import,MOZAMBIQUE,0.08,120544.0,1.095890410958904
2023-2024,Graphite,25041010,Import,SINGAPORE,0.04,80000.0,0.547945205479452
2023-2024,Graphite,25041010,Import,SOUTH AFRICA,,,
2023-2024,Graphite,25041010,Import,SWEDEN,0.01,1080.0,0.136986301369863
2023-2024,Graphite,25041010,Import,TANZANIA REP,0.02,48000.0,0.273972602739726
2023-2024,Graphite,25041010,Import,U ARAB EMTS,0.07,75500.0,0.9589041095890412
2023-2024,Graphite,25041010,Import,U K,0.03,16000.0,0.410958904109589
2023-2024,Graphite,25041010,Import,U S A,0.15,42535.0,2.054794520547945
2023-2024,Graphite,25041010,Import,UKRAINE,0.0,150.0,0.0
2023-2024,Graphite,25041010,Import,VIETNAM SOC REP,0.34,674000.0,4.657534246575342
2024-2025,Graphite,25041010,Import,AUSTRIA,0.01,7000.0,0.136986301369863
2024-2025,Graphite,25041010,Import,CANADA,0.04,9945.0,0.547945205479452
2024-2025,Graphite,25041010,Import,CHINA P RP,3.71,4133300.0,50.821917808219176
2024-2025,Graphite,25041010,Import,GERMANY,0.11,17595.0,1.5068493150684932
2024-2025,Graphite,25041010,Import,HONG KONG,,,
2024-2025,Graphite,25041010,Import,ITALY,0.0,495.0,0.0
2024-2025,Graphite,25041010,Import,JAPAN,0.39,24140.0,5.342465753424658
2024-2025,Graphite,25041010,Import,KOREA RP,,,
2024-2025,Graphite,25041010,Import,MADAGASCAR,2.3,2948650.0,31.506849315068493
2024-2025,Graphite,25041010,Import,MEXICO,,,
2024-2025,Graphite,25041010,Import,MOZAMBIQUE,0.08,120544.0,1.095890410958904
2024-2025,Graphite,25041010,Import,SINGAPORE,0.04,80000.0,0.547945205479452
2024-2025,Graphite,25041010,Import,SOUTH AFRICA,,,
2024-2025,Graphite,25041010,Import,SWEDEN,0.01,1080.0,0.136986301369863
2024-2025,Graphite,25041010,Import,TANZANIA REP,0.02,48000.0,0.273972602739726
2024-2025,Graphite,25041010,Import,U ARAB EMTS,0.07,75500.0,0.9589041095890412
2024-2025,Graphite,25041010,Import,U K,0.03,16000.0,0.410958904109589
2024-2025,Graphite,25041010,Import,U S A,0.15,42535.0,2.054794520547945
2024-2025,Graphite,25041010,Import,UKRAINE,0.0,150.0,0.0
2024-2025,Graphite,25041010,Import,VIETNAM SOC REP,0.34,674000.0,4.657534246575342
2018-2019,LithiumCarbonate,28369100,Import,AUSTRIA,,,
2018-2019,LithiumCarbonate,28369100,Import,BELGIUM,0.01,520.0,2.1739130434782608
2018-2019,LithiumCarbonate,28369100,Import,CHINA P RP,0.33,98701.0,71.73913043478261
2018-2019,LithiumCarbonate,28369100,Import,FRANCE,0.01,400.0,2.1739130434782608
2018-2019,LithiumCarbonate,28369100,Import,GERMANY,0.0,250.0,0.0
2018-2019,LithiumCarbonate,28369100,Import,JAPAN,0.02,670.0,4.3478260869565215
